Date	Close	High	Low	Open	Volume
9-Jul-99,58.25,58.25,57.5,58,2
8-Jul-99,57.75,57.75,57.25,57.5,5.2
7-Jul-99,58.5,58.5,58,58,3.5
6-Jul-99,58.75,59,57.88,58.25,20
2-Jul-99,59,59,58.75,58.75,4.2
1-Jul-99,58.75,59.25,58.5,59.25,6.1
30-Jun-99,59.75,59.75,57.75,58,14.6
29-Jun-99,58.5,58.5,57.38,57.38,2.7
28-Jun-99,58.13,58.5,57.63,58,8.4
25-Jun-99,58.5,58.5,57.75,58,15.8
24-Jun-99,58.75,58.81,58.25,58.5,5.4
23-Jun-99,59,59.75,58.5,59.5,12.1
22-Jun-99,59,59.88,58.38,58.38,14.5
21-Jun-99,58.38,59,58,58.5,5.5
18-Jun-99,55.88,56.75,55.88,56,6.9
17-Jun-99,61.5,62,60.25,60.88,9.7
16-Jun-99,61,61.5,60.5,60.75,16.5
15-Jun-99,61,61.25,60.25,60.25,2.9
14-Jun-99,60,61,60,60.75,4.8
11-Jun-99,60.25,60.5,60,60,17.2
10-Jun-99,59.81,60.38,59.38,59.75,9.3
9-Jun-99,59.75,59.75,59.75,59.75,1.9
8-Jun-99,59,59.88,59,59.88,4.6
7-Jun-99,59,59,58.25,58.25,3
4-Jun-99,57.5,57.5,56.88,56.88,8.3
3-Jun-99,55.88,56,55.75,55.88,4.9
2-Jun-99,55.5,55.5,54.25,54.88,4.2
1-Jun-99,55.88,55.88,54.75,55.38,5.9
28-May-99,56,56,54.5,54.5,10
27-May-99,54,55,53.75,54,10.3
26-May-99,56.38,56.38,54.88,55,87.7
25-May-99,54.63,55.88,54.63,55.63,10.4
24-May-99,54.75,55.13,54.5,54.88,8
21-May-99,56.13,56.13,55,55.75,6.9
20-May-99,56.5,57,56.13,56.5,8.8
19-May-99,56.88,57.63,56,56,39.3
18-May-99,56.5,56.5,56,56,6.7
17-May-99,56.25,56.25,55,55.75,7.7
14-May-99,57,57.81,56.63,57.81,18.8
13-May-99,58.88,59.13,58,58.75,15.8
12-May-99,57.75,58.25,57.13,57.88,12.1
11-May-99,56.25,56.25,55,55.75,5.2
10-May-99,55.25,55.25,53.88,54.5,10.6
7-May-99,55,55.63,55,55,1
6-May-99,55,56,54.88,55.25,12
5-May-99,55.38,55.5,54.5,54.5,22.3
4-May-99,54.38,54.88,53,53.75,45
3-May-99,53.63,53.63,52.75,52.75,5
30-Apr-99,52.13,53.25,51.5,53.13,31.4
29-Apr-99,53.13,53.63,52.63,52.63,9.8
28-Apr-99,52.75,53.75,52.75,53.5,12.5
27-Apr-99,53.38,53.5,52.75,53.25,6.5
26-Apr-99,52.25,52.5,52,52,2
23-Apr-99,51.5,51.88,51.25,51.25,4.5
22-Apr-99,52,52,51,51.5,23.1
21-Apr-99,50,50.5,49.88,50,16.1
20-Apr-99,49.5,50,49.5,50,0.4
19-Apr-99,48,50,48,48,15.7
16-Apr-99,46.94,48.75,46.63,48,35.6
15-Apr-99,48.75,49,48.75,49,2.5
14-Apr-99,49.56,50.5,49.56,50.5,1.3
13-Apr-99,50,50.63,49.75,49.75,79.5
12-Apr-99,50.38,50.88,49.88,49.88,13.7
9-Apr-99,50.75,51,50,50.25,3.3
8-Apr-99,49.5,50.25,49.25,49.25,2.8
7-Apr-99,48.5,48.63,48.5,48.63,5.3
6-Apr-99,50.06,50.25,49,49,3.6
5-Apr-99,49.25,50,49.25,50,2.5
1-Apr-99,50,50.25,49,49.25,18.9
31-Mar-99,49.13,49.5,49.13,49.5,8
30-Mar-99,50.19,51,50.19,50.5,9.1
29-Mar-99,51.5,52.25,51.38,52.25,13.4
26-Mar-99,52.44,52.44,51.75,52,7.9
25-Mar-99,52.25,52.94,52.13,52.19,4.4
24-Mar-99,52.5,52.88,51.56,51.56,11.9
23-Mar-99,50.5,51.75,50.5,50.63,7.5
22-Mar-99,50.5,51,50,50,28.3
19-Mar-99,50.75,52.22,50,51.88,44.8
18-Mar-99,50.75,51.31,49.5,50.5,16.2
17-Mar-99,48.5,49,48.5,49,31.4
16-Mar-99,48.63,49.38,48.63,49,9.7
15-Mar-99,48.25,48.5,48,48,1.7
12-Mar-99,48.25,48.5,47.81,48.5,6.3
11-Mar-99,47,47.25,46.25,46.25,17.4
10-Mar-99,45.5,46.13,45.38,45.38,2
9-Mar-99,45.38,45.38,44.38,44.88,10.1
8-Mar-99,44.31,44.44,43.5,44.38,1.2
5-Mar-99,44.88,45.5,44.25,45,11.3
4-Mar-99,43.25,43.75,42.75,43.25,7.4
3-Mar-99,42.13,42.13,41.38,41.5,7.9
2-Mar-99,42.25,42.75,42.25,42.25,2.1
1-Mar-99,42.25,42.75,42.25,42.5,4.6
26-Feb-99,42.5,44,42.5,44,18.3
25-Feb-99,43.38,44,43.38,43.75,1.3
24-Feb-99,43,44.25,43,44.25,15.3
23-Feb-99,43.88,43.88,42.75,43,4
22-Feb-99,44,44,43.25,44,1.9
19-Feb-99,43.88,43.88,42.75,43.31,14.1
18-Feb-99,44.38,45.5,44.25,45.38,12.8
17-Feb-99,47.5,48.25,47.5,47.5,5.7
16-Feb-99,48.38,48.38,47.75,48,3.4
12-Feb-99,46.5,46.5,45.5,46.25,5.8
11-Feb-99,46.25,46.5,45.75,46.25,7.9
10-Feb-99,48.25,48.25,47.5,48.25,2.6
9-Feb-99,48.63,49.63,48.63,49,17
8-Feb-99,49.25,49.5,48.88,48.88,12.3
5-Feb-99,48.13,48.75,48.13,48.25,1.8
4-Feb-99,48.5,49,48,49,36.7
3-Feb-99,49.25,51,49,51,27.8
2-Feb-99,49,49.38,48.63,49,11.4
1-Feb-99,47.88,48.88,47.88,48,17.2
29-Jan-99,48.25,50,48.25,49.5,24.5
28-Jan-99,49.75,49.88,49,49.25,10.1
27-Jan-99,47,48.5,47,48,55.4
26-Jan-99,48,48.25,47.25,48.25,11
25-Jan-99,46.75,47.75,46.13,46.5,30.2
22-Jan-99,47,48.5,46.75,48,35.1
21-Jan-99,50.63,50.88,49.63,49.75,19.6
20-Jan-99,48.88,49.25,48.38,49.25,18.2
19-Jan-99,49.75,50,49,49.5,12.6
15-Jan-99,47.88,48.75,47.25,47.25,14.2
14-Jan-99,46.25,46.75,45.63,46.25,8.6
13-Jan-99,45.38,46,43.75,43.75,38.9
12-Jan-99,47.63,48.38,47.63,47.88,25.4
8-Jan-99,49.5,50.75,49,50,30
7-Jan-99,48,48.25,47.5,47.75,31.7
6-Jan-99,46.5,47.25,46.5,46.5,30.1
5-Jan-99,44.38,44.75,43,43,64
4-Jan-99,41.25,42,41.25,41.5,8.3
31-Dec-98,40.75,41.13,40.13,40.38,25.9
30-Dec-98,39.88,40.25,38.75,38.88,31.3
29-Dec-98,38,38.63,37.88,37.88,3.9
28-Dec-98,37.88,38.63,37.88,38.63,2.8
24-Dec-98,38,38.5,37.88,37.88,7.4
23-Dec-98,38.5,38.5,37.88,38.13,7.2
22-Dec-98,38.13,38.13,37,37,16.3
21-Dec-98,37.13,37.38,36.63,36.63,18.2
18-Dec-98,36,36.13,35.13,35.88,18.8
17-Dec-98,36.63,36.88,36.63,36.75,3.9
16-Dec-98,36.88,36.88,36.38,36.63,16.2
15-Dec-98,36.63,36.63,35.63,36.38,32
14-Dec-98,36,37.55,36,36.63,26.3
11-Dec-98,38.75,39,38.13,38.25,27.8
9-Dec-98,37.13,37.13,36.75,37,19.9
8-Dec-98,36.81,37.13,36.5,37.13,16
7-Dec-98,37.25,37.25,37,37,2.5
4-Dec-98,37.88,37.88,37,37,11
3-Dec-98,37.13,37.63,36.5,36.5,24
2-Dec-98,37.13,37.38,36.5,37.38,13.8
1-Dec-98,37.75,37.75,36.38,37.13,29.7
30-Nov-98,39,39.75,38.63,39.75,12.8
27-Nov-98,39.75,39.75,39.5,39.5,1.8
25-Nov-98,39.75,39.75,39.25,39.75,15.8
24-Nov-98,39.44,40.5,39.44,40.5,15.1
23-Nov-98,40.75,40.75,39,39.5,33.8
20-Nov-98,38.75,39.5,38.75,39.5,16.8
19-Nov-98,38.38,38.75,37.75,38,18.6
18-Nov-98,37.38,37.38,36.75,36.75,53.3
17-Nov-98,37.88,38.38,37.25,37.88,31.3
16-Nov-98,38.5,38.63,37,37,41.8
13-Nov-98,36.13,36.13,35.63,35.75,11.4
12-Nov-98,35,35.5,34.75,34.75,2.8
11-Nov-98,36.38,36.38,35.88,35.88,2.6
10-Nov-98,36.38,36.38,35.75,35.75,5.3
9-Nov-98,37,38,36.75,38,29.2
6-Nov-98,38.25,38.94,38.25,38.5,1
4-Nov-98,38.38,39,37.63,37.63,9.8
3-Nov-98,36.81,37.88,36.63,37.13,9.4
